0.5247;0.3642;0.5449;0.2517;1.002;0.04578;1.239;46;220.3
0.9239;0.6031;0.03063;0.1886;1.189;0.3838;1.993;46;220.3
0.2323;0.01673;0.2136;0.1093;0.2347;0.1747;0.4802;46;220.3
0.1052;0.03453;0.2926;0.08165;0.6072;0.385;0.8353;46;220.3
0.7497;0.7081;0.3673;-0.1263;1.204;0.3128;2.328;46;220.3
0.1193;-0.1809;0.309;0.1036;0.6834;0.3148;1.115;46;220.3
0.2723;0.3178;0.002757;0.4223;0.8347;0.2701;1.24;46;220.3
0.3706;0.1147;0.1792;0.3;0.5321;0.2704;1.043;46;220.3
0.3733;0.08086;0.4812;-0.1324;0.7531;0.5327;1.894;46;220.3
0;0;0;0;0;1.069;1.191;46;220.3
0.04162;-0.1941;0.2343;0.04885;-0.0403;0.7085;0.7769;46;220.3
0.1397;-0.1802;-0.003356;0.1468;0.1521;0.6674;1.059;46;220.3
0.007631;0.1631;0.1132;0.01004;0.05588;0.2163;0.4155;46;220.3
-0.05416;0.1763;0.5691;0.02436;0.4942;1.274;2.198;46;220.3
0.03982;0.08893;0.1492;-0.0519;-0.1416;0.3941;0.5616;46;220.3
0.1093;0.1267;0.0698;0.04288;-0.03236;0.4503;0.3052;46;220.3
-0.08188;-0.1675;0.1261;0.01856;0.3209;0.5583;0.9316;46;220.3
0.07552;-0.09064;0.1109;0.2171;-0.1058;0.4578;0.4767;46;220.3
0.1897;-0.08463;0.1584;-0.02595;0.01483;0.9771;1.184;46;220.3
-0.04501;-0.03263;0.1715;-0.05703;-0.03959;0.6384;0.9469;46;220.3
0.2203;0.1356;0.8501;0.5604;0.06985;1.943;3.056;46;220.3
-0.03428;-0.1255;0.02114;0.168;0.4026;0.4487;0.6345;46;220.3
-0.07173;-0.06623;0.06864;-0.04405;0.02714;0.3943;0.4564;46;220.3
-0.2116;-0.3108;0.1401;0.131;0.03938;1.253;2.136;46;220.3
-0.04259;0.1519;0.2248;-0.04089;0.01034;0.6869;0.93;46;220.3
0.03789;-0.00113;0.1206;0.03406;-0.04658;0.2875;0.5444;46;220.3
0.1832;0.005848;0.5497;0.1394;0.3082;1.356;1.635;46;220.3
-0.09623;0.1358;0.04536;0.3867;0.3312;1.068;1.178;46;220.3
0.356;-0.1417;0.07737;-0.003273;0.1568;1.039;1.268;46;220.3
