0.0434637068,-0.2306415677,0.4405166527,0.0301149527,0.1865557746,-0.2391670518,0.2411485224
0,0,0,0.0489531122,0,0.1719854148,0.0612558727
0.5197837467,0.1354208863,0.197513148,0.0619514718,0.0769797261,1.5191990099,0.014050326
0.218509334,-0.088341619,0.0916104165,0.3224831776,-0.0104386435,0.8846686575,0.0258180104
-0.0336923915,-0.2057641231,0.0512201975,0.250949389,0.0498606667,-0.2644702235,0.1028345655
-0.0153101484,0.1836680796,0.1602811234,0.4901241307,-0.0062742571,-0.0740039821,0.1899279903
-0.0584838444,-0.0097337199,0.0774315434,0.437050468,-0.0432168028,-0.1725765561,0.2285808015
0.4112663524,-0.1127682246,0.2692868706,0.2549629574,0.1365165727,1.9778961836,0.2199051544
0.1572120721,0.1424193643,0.0279699714,0.1432259332,-0.0001275419,-0.5293953932,0.227044104
0.0323948832,-0.1240390308,0.1644563832,0.0764432084,0.0264186543,0.5274828679,0.2227777984
0.0068013511,0.133083621,-0.0474503501,0.2392930015,0.0410562171,-2.1441679706,0.0659014578
0.5646365356,0.0210665235,0.0298865799,0.1921856052,0.0215105938,1.5570363274,0.0304854022
0.1080804804,0.3203921656,-0.0825061303,0.7228047066,-0.0424110804,-0.8335995568,0.0831984865
0.1771354411,-0.0930708623,0.1340062278,0.0334739402,0.208391964,0.3637092842,0.022136027
0.0460913655,-0.0051162204,0.2601554306,0.0269966996,0.0464049478,0.0426021335,0.2880523975
0.2566733629,-0.2730138338,0.2060357221,0.0018319082,0.0333793179,-0.1112345208,0.0149105027
-0.1141261627,0.0505783125,0.2586858738,0.4663656378,0.080684797,-1.6396824576,0.0770296736
-0.1881988394,0.0016022514,0.13269123,0.3682336996,-0.0546409999,-1.1473341322,0.2110160547
-0.1123820457,0.0217255324,0.2944055566,0.2578979975,0.0203701867,-0.8210962375,0.2297207663
0.0861157466,0.0093395333,0.020098153,0.2678878066,0.1474473796,-0.9445496955,0.0144816305
-0.2293693171,0.2703586671,0.2176741333,0.4281474252,0.0757949136,-1.5866653234,0.1158125909
-0.1688379779,0.0762552743,0.0436047503,0.538650016,-0.005882165,-0.5145171564,0.2672114151
-0.053373321,0.0822182654,0.2213667898,0.2891522305,0.1029633754,-1.3132928698,0.0538434692
-0.0479695142,0.1571433767,0.2876544021,0.1373639321,0.2052001281,-0.048825266,0.141045001
0.1807804682,-0.1118028792,0.2032880416,0.0947729314,0.1749718936,0.2395445253,0.0067003691
-0.0005936328,0.1437187873,0.1668842479,0.1698488135,0.1957230106,-0.6998651385,0.1548159943
-0.0011305954,0.0164419986,0.3690682946,0.11394496,-0.0644089593,-1.0858713681,0.0082222496
0.2139219052,-0.1651812072,0.2632505165,0.1499504987,0.1449740972,0.416352821,0.0335499598
0.0979656938,0.0535688979,0.1570187778,-0.0488102655,0.1023856267,-0.9461293161,0.1407424592
0.0051588371,0.2099976031,0.0944781581,0.020378917,0.1134583979,-1.4206936373,0.1625428761
0,0,0,0,0.74359341,-0.28776297,0.2917164652
0.1109762292,0.1789550435,0.2625641137,-0.1205615595,0.6404610705,-0.1236434574,0.0093729974
0.0947712041,0.0313207735,0.2396424542,-0.0587148577,0.6101307425,0.8569354415,0.0090849169
0.0493639946,0.0308512752,0.1744904391,-0.1068670725,0.476553789,0.2693355316,0.0098984853
0.0079524194,0.2192038438,0.1999621978,-0.1427979854,0.4854651722,-0.0117968564,0.1002002386
-0.0393746056,0.2177937893,0.0991814382,0.1271086628,0.327797441,-0.6506077905,0.1644503739
0.2020398406,-0.1867281204,0.0817512816,-0.2197623697,1.2038506248,1.7105527883,0.0066928619
-0.0164378021,0.0913318204,0.1700192555,-0.2063873006,0.6415990119,-0.6836692906,0.0066931862
0.0462452521,-0.383282525,0.121619542,-0.1801578558,0.9446188701,1.2316352176,0.0066928605
-0.1185710372,0.2014781313,-0.1620655831,0.1945856119,1.0553206289,0.2805417889,0.2427488478
-0.2017690133,0.243878723,-0.3134691459,0.1721937571,1.1397107717,0.5251095197,0.275340898
-0.2282024027,0.2447989914,-0.2221214122,0.1994744632,1.038393179,0.3061615033,0.2699485479
